Bill,Fir Start Date,Bill Date,Accounting Date,Due Date,Total,Total Currency,Outstanding,Outstanding Currency,Country,Operator,Operator Ref ID,Call Sign,Aircraft Registration,Origin ICAO Code,Origin IATA Code,Destination ICAO Code,Destination IATA Code,Aircraft Manufacturer,Aircraft Model,Aircraft Model ICAO Code,Aircraft Model MTOW (kg),Fir Started,Fir Ended,Duration,Flight ID,Flight Segment ID,Flight Segment Observed Point Count,Flight Segment Point Count,Flight Segment Duration Seconds,Flight Duration Seconds,Flight Length Km,Flight Path Observed Point Count,Flight Path Point Count,Manually Updated,Flight Takeoff,Flight Landing,Departure Scheduled Utc,Arrival Scheduled Utc
7CQKTNP7LX,2024-07-30 13:16:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE765,A6ENQ,OMDB,DXB,FAOR,JNB,BOEING,BOEING 777-300,B773,299370.0,2024-07-30 @ 13:16 UTC,2024-07-30 @ 15:09 UTC,01:53:00,4929e09f-bf44-47bf-874a-38d53d7b2ba9,a89b55ac-a7df-400f-8baa-1aec7d5613bb,9,9,6780,26880,6645.5,158,158,false,2024-07-30 11:45:00 UTC,2024-07-30 19:13:00 UTC,2024-07-30 10:40:00 UTC,2024-07-30 18:50:00 UTC
WFUUFVX9VT,2024-07-30 20:35:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE776,A6EPU,FALE,DUR,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-30 @ 20:35 UTC,2024-07-30 @ 22:42 UTC,02:07:00,28cbbff6-b596-4988-854d-eb7fbc2a4c9a,2464a9a9-39e9-491b-94d4-f7a0090e796f,33,33,7620,27720,7027.01,131,132,false,2024-07-30 17:09:00 UTC,2024-07-31 00:51:00 UTC,2024-07-30 16:40:00 UTC,2024-07-31 01:00:00 UTC
DHYKZPNZEC,2024-07-06 21:51:00 UTC,,,,395.00,USD,395.00,USD,Somalia,CORSE AIR INTERNATIONAL,N49T9VTEMP,,FHZOE,FMEE,RUN,LFPO,ORY,AIRBUS,AIRBUS A-330-900,A339,251000.0,2024-07-06 @ 21:51 UTC,2024-07-06 @ 21:51 UTC,00:00:00,19d665b6-90a4-4cde-aef5-6ff0096bfa2c,3c2fc935-4d8a-4ea9-988f-07c27cf1f469,2,2,0,40860,9482.67,236,236,false,2024-07-06 17:39:00 UTC,2024-07-07 05:00:00 UTC,,
EPUEMPAKKH,2024-07-30 00:32:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE5QL,A6ENL,OMDB,DXB,FSIA,SEZ,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-30 @ 00:32 UTC,2024-07-30 @ 00:32 UTC,00:00:00,46eeeaca-460a-4145-ab12-9e33702165e8,ca7f9367-c2a7-40a7-ad45-68f80b321f97,2,2,0,14280,3360.05,80,80,false,2024-07-29 22:52:00 UTC,2024-07-30 02:50:00 UTC,2024-07-29 22:15:00 UTC,2024-07-30 02:50:00 UTC
7XJNCQCVYE,2024-07-30 04:43:00 UTC,,,,395.00,USD,395.00,USD,Somalia,TURK HAVA YOLLARI (TURKISH AIRLINES CO.),MX37XUPJXH,THY38H,TCJOG,LTFM,IST,FIMP,MRU,AIRBUS,AIRBUS A-330-300,A333,230000.0,2024-07-30 @ 04:43 UTC,2024-07-30 @ 05:07 UTC,00:24:00,deea1b50-b348-4618-8c0f-9639f006cf66,9138ee52-fed8-41a3-a951-28590862f061,26,26,1440,33660,7821.67,184,184,false,2024-07-29 23:01:00 UTC,2024-07-30 08:22:00 UTC,2024-07-29 22:40:00 UTC,2024-07-30 08:35:00 UTC
QE3JKJNPNN,2024-07-29 22:49:00 UTC,,,,345.00,USD,345.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA304,5YKYD,HKJK,NBO,OMDB,DXB,BOEING,BOEING 737-800,B738,70530.0,2024-07-29 @ 22:49 UTC,2024-07-30 @ 01:34 UTC,02:45:00,ade31dd9-d84f-4c68-9fff-a90eac6a006d,01a820b0-e138-459d-8c41-a292c0b9c9eb,4,4,9900,19260,3926.45,112,112,false,2024-07-29 22:25:00 UTC,2024-07-30 03:46:00 UTC,2024-07-29 19:20:00 UTC,2024-07-30 00:35:00 UTC
DVPFNHEFF9,2024-07-30 16:00:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR FRANCE,VCUKH9C3FA,AFR934,FHTYP,LFPG,CDG,FMMI,TNR,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-07-30 @ 16:00 UTC,2024-07-30 @ 16:22 UTC,00:22:00,fe144e88-0563-40e7-9bc1-124ac9386f17,971d5de1-73fb-4ffa-86de-bedb9f3c61b4,15,15,1320,36660,9183.16,215,215,false,2024-07-30 08:39:00 UTC,2024-07-30 18:50:00 UTC,2024-07-30 08:10:00 UTC,2024-07-30 18:50:00 UTC
AJEZQQYKMV,2024-07-30 01:36:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR79P,A7BHB,OTHH,DOH,FAOR,JNB,BOEING,BOEING Dreamliner (Srs.9),B789,254011.7272,2024-07-30 @ 01:36 UTC,2024-07-30 @ 03:47 UTC,02:11:00,af3ce0f5-e2cf-4d64-9bd8-56368548f030,2154d78f-8f53-48af-8546-703eecf3c39c,32,32,7860,28860,6961.64,227,227,false,2024-07-29 23:43:00 UTC,2024-07-30 07:44:00 UTC,,
A2MW47XWWA,2024-07-29 23:38:00 UTC,,,,365.00,USD,365.00,USD,Somalia,SKY TAXI Sp. z.o.o.,XXAYR7X9Y4,IGA416,SPMRG,FIMP,MRU,EBBR,BRU,BOEING,BOEING 767-300,B763,186880.0,2024-07-29 @ 23:38 UTC,2024-07-30 @ 00:27 UTC,00:49:00,27ca07f2-392e-4001-84f9-a74783e16113,c302498c-d3b9-4f36-a874-2c47bad9b457,15,15,2940,42660,9804.58,315,315,false,2024-07-29 20:35:00 UTC,2024-07-30 08:26:00 UTC,2024-07-29 20:00:00 UTC,
JYL2H49PXQ,2024-07-30 15:20:00 UTC,,,,345.00,USD,345.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH878,ETAQP,FSIA,SEZ,HAAB,ADD,BOEING,BOEING 737-800,B738,70530.0,2024-07-30 @ 15:20 UTC,2024-07-30 @ 17:00 UTC,01:40:00,5e3a76f8-6d51-4c08-851f-3f93d6d605be,173596f3-bfc6-462b-b924-7eabac2e536e,2,2,6000,12000,2553.28,24,24,false,2024-07-30 14:03:00 UTC,2024-07-30 17:23:00 UTC,2024-07-30 13:20:00 UTC,2024-07-30 17:05:00 UTC
PCVUVPD9NQ,2024-07-30 21:38:00 UTC,,,,345.00,USD,345.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR1488,A7AHQ,HTZA,ZNZ,OTHH,DOH,AIRBUS,AIRBUS A-320 ,A320,73900.0,2024-07-30 @ 21:38 UTC,2024-07-31 @ 00:03 UTC,02:25:00,fcae1d58-2f4b-4d80-9051-57402b54b623,76fcbb1d-5b8e-4ee2-a6ed-1f66b902d339,30,30,8700,19560,4305.26,85,85,false,2024-07-30 20:37:00 UTC,2024-07-31 02:03:00 UTC,2024-07-30 20:20:00 UTC,2024-07-31 02:15:00 UTC
VTM4FPKCUM,2024-07-30 06:45:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB661,A6FKJ,OMDB,DXB,HCMH,HGA,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-07-30 @ 06:45 UTC,2024-07-30 @ 06:45 UTC,00:00:00,a884ca59-04ef-4467-926a-f6b29bcf31b4,28efbe4b-476a-4385-a012-c9bd838c8134,1,2,0,5700,2421.48,60,61,false,2024-07-30 05:12:00 UTC,2024-07-30 06:47:00 UTC,2024-07-30 04:35:00 UTC,2024-07-30 08:10:00 UTC
27TMPEL7XC,2024-07-29 23:45:00 UTC,,,,245.00,USD,245.00,USD,Somalia,African Medical & Research Foundation (AMREF Flying Doctors),UDEZ22NLMD,FDS05,5YFDW,HKJK,NBO,OMDW,DWC,CESSNA,CESSNA 680 Citation Sovereign,C680,13743.0,2024-07-29 @ 23:45 UTC,2024-07-30 @ 03:57 UTC,04:12:00,dd0bd875-d3a4-4d1f-ad0f-67537730d6ca,50be2659-7357-4598-8ae2-233098c1fced,2,2,15120,19080,3760.51,67,67,false,2024-07-29 23:21:00 UTC,2024-07-30 04:39:00 UTC,,
FA7EA42CQ7,2024-07-30 06:22:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH819,ETAYD,VTBS,BKK,FQMA,MPM,BOEING,BOEING Dreamliner (Srs.9),B789,254011.7272,2024-07-30 @ 06:22 UTC,2024-07-30 @ 06:22 UTC,00:00:00,ed5d4bad-cb1b-437b-b11a-da209ec9a5b2,032cac73-f1a9-48d9-a41b-d7ce82c1c1b7,1,2,0,18060,10782.94,168,169,false,2024-07-30 06:22:00 UTC,2024-07-30 11:23:00 UTC,2024-07-30 05:55:00 UTC,2024-07-30 11:00:00 UTC
HJ72P3V7PN,2024-07-30 06:27:00 UTC,,,,345.00,USD,345.00,USD,Somalia,Fanjet Express,DPFZQUVN42,DAO168,5YFQB,HCMM,MGQ,,,BOEING,BOEING 737-400,B734,62820.0,2024-07-30 @ 06:27 UTC,2024-07-30 @ 06:38 UTC,00:11:00,9bdb8eb2-05e2-44b5-9ac0-eab124d15bc1,6c530a4a-3b0b-44ae-9eb4-054fa1cb1a1e,12,12,660,720,109.27,12,12,false,2024-07-30 06:27:00 UTC,2024-07-30 06:39:00 UTC,,
KPJPYZ2UX2,2024-07-30 09:45:00 UTC,,,,345.00,USD,345.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA205,5YCYE,VABB,BOM,HKJK,NBO,BOEING,BOEING 737-800,B738,70530.0,2024-07-30 @ 09:45 UTC,2024-07-30 @ 11:50 UTC,02:05:00,24949ae6-b97b-4f6c-9b75-5a7f1b044154,f2044675-0359-417b-8d55-5044396f52a9,4,4,7500,20520,4747.31,106,106,false,2024-07-30 07:08:00 UTC,2024-07-30 12:50:00 UTC,2024-07-30 01:15:00 UTC,2024-07-30 07:30:00 UTC
WHUAHK4UXT,2024-07-30 08:35:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE719,A6ENV,OMDB,DXB,HKJK,NBO,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-30 @ 08:35 UTC,2024-07-30 @ 10:46 UTC,02:11:00,0b870f97-4d6b-4905-9061-16ddf45ece78,8e96a01d-d949-49e7-8dd7-c5042dfd103e,4,4,7860,16140,3858.94,104,104,false,2024-07-30 07:01:00 UTC,2024-07-30 11:30:00 UTC,2024-07-30 06:30:00 UTC,2024-07-30 11:30:00 UTC
9LWFHZAEKP,2024-07-31 07:53:00 UTC,,,,275.00,USD,275.00,USD,Somalia,PREMIER AIRLINES,PD9QYZYP22,5YJWF,5YJWF,HKJK,NBO,,,FOKKER,FOKKER 70,F70,36740.0,2024-07-31 @ 07:53 UTC,2024-07-31 @ 08:44 UTC,00:51:00,8f44803f-dff3-42ad-a184-9f93b2f2affc,7ede6a3a-ff09-40ac-b848-b8808708ef9e,17,17,3060,5340,1013.22,42,42,false,2024-07-31 07:16:00 UTC,2024-07-31 08:45:00 UTC,,
JZNWN4XUAU,2024-07-14 03:38:00 UTC,,,,395.00,USD,395.00,USD,Somalia,BRITISH AIRWAYS,FARTC4XRVN,BAW2065,GYMMF,EGKK,LGW,FIMP,MRU,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-14 @ 03:38 UTC,2024-07-14 @ 04:30 UTC,00:52:00,c7693382-19b6-4aae-8d85-c0e7235f7a21,53bd60c1-ee5a-4eae-b216-eb2e91e21404,8,8,3120,41700,10055.44,251,251,false,2024-07-13 20:13:00 UTC,2024-07-14 07:48:00 UTC,2024-07-13 20:00:00 UTC,2024-07-14 08:20:00 UTC
WN3ZD7LYZM,2024-07-14 15:06:00 UTC,,,,345.00,USD,345.00,USD,Somalia,AIR ARABIA,R3YRCFJFWK,ABY721,A6ATD,HUEN,EBB,OMSJ,SHJ,AIRBUS,AIRBUS A-321,A321,83000.0,2024-07-14 @ 15:06 UTC,2024-07-14 @ 15:06 UTC,00:00:00,302d17a8-3a47-44e6-bb23-f938eb91fb02,1e8efa3b-e4c8-482f-a73e-22ac74cc0739,2,2,0,18120,4117.65,99,99,false,2024-07-14 11:48:00 UTC,2024-07-14 16:50:00 UTC,2024-07-14 11:25:00 UTC,2024-07-14 17:00:00 UTC
UJ3MVCPME7,2024-07-09 08:44:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE7X,A6EOX,OMDB,DXB,FIMP,MRU,AIRBUS,AIRBUS A-380-800,A388,560000.0,2024-07-09 @ 08:44 UTC,2024-07-09 @ 08:44 UTC,00:00:00,205783d3-f63c-4a92-9ce5-ca0a2b9fda57,ef161ade-9190-406f-ac97-ded165343545,2,2,0,21780,5170.27,126,126,false,2024-07-09 07:00:00 UTC,2024-07-09 13:03:00 UTC,,
T2JXAJNYAF,2024-07-13 15:33:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE762,A6ENV,FAOR,JNB,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-13 @ 15:33 UTC,2024-07-13 @ 17:50 UTC,02:17:00,4d39fb74-493e-4d23-92f9-c25cbd5cc31d,8a133127-c9a9-4a24-b412-83b43b5d1ba0,39,39,8220,28380,6712.21,198,198,false,2024-07-13 11:54:00 UTC,2024-07-13 19:47:00 UTC,2024-07-13 11:25:00 UTC,2024-07-13 19:45:00 UTC
PQKUEXQ3QJ,2024-07-11 00:18:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE766,A6EPN,FAOR,JNB,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-11 @ 00:18 UTC,2024-07-11 @ 02:21 UTC,02:03:00,acd6bc52-26ac-4d04-b6ee-ff720ca80262,ed99d0d1-e6f8-4772-bb1f-0ed8051b2031,32,32,7380,27120,6722.71,209,209,false,2024-07-10 20:39:00 UTC,2024-07-11 04:11:00 UTC,2024-07-10 20:20:00 UTC,2024-07-11 04:20:00 UTC
AQ3NPDTEYQ,2024-07-13 21:29:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH628,ETAUR,HAAB,ADD,VTBS,BKK,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-07-13 @ 21:29 UTC,2024-07-13 @ 23:22 UTC,01:53:00,8675f267-cd07-4b87-80c6-631e3e1c3931,e9714e14-c96a-4b45-9c7c-1d9ca1430303,4,4,6780,31380,7037.73,203,203,false,2024-07-13 21:14:00 UTC,2024-07-14 05:57:00 UTC,2024-07-13 20:55:00 UTC,2024-07-14 06:15:00 UTC
MLPPYLZ4WJ,2024-07-13 01:28:00 UTC,,,,345.00,USD,345.00,USD,Somalia,OMAN AIR,PWYJYKMFN9,QTR42L,A4ODI,OTHH,DOH,HTDA,DAR,BOEING,BOEING 737-200,B732,52390.0,2024-07-13 @ 01:28 UTC,2024-07-13 @ 03:54 UTC,02:26:00,c84888a9-c09e-4e14-9470-e957ce40aa24,51f1ea98-6c75-426c-b4e6-47b44042b311,6,6,8760,26460,4800.56,113,113,false,2024-07-12 23:33:00 UTC,2024-07-13 06:54:00 UTC,,
7933L772Y4,2024-07-14 06:58:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE706,A6ENG,FSIA,SEZ,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-14 @ 06:58 UTC,2024-07-14 @ 06:58 UTC,00:00:00,e9bca2e9-c4b1-47e9-ab7c-35f580435e73,9d2c4ed7-c452-4025-8c60-657ba74fae32,2,2,0,14940,3437.05,88,88,false,2024-07-14 04:39:00 UTC,2024-07-14 08:48:00 UTC,2024-07-14 04:15:00 UTC,2024-07-14 08:45:00 UTC
7VFEDV4JQU,2024-07-11 07:59:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR1476,A7BCI,OTHH,DOH,HTDA,DAR,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-07-11 @ 07:59 UTC,2024-07-11 @ 09:53 UTC,01:54:00,9ca05f99-c9ee-48a1-bd2d-20b51f4df35a,0d8c026b-d121-4810-bfb5-4d1e69ee86c3,30,30,6840,18360,4348.29,100,100,false,2024-07-11 06:04:00 UTC,2024-07-11 11:10:00 UTC,2024-07-11 05:20:00 UTC,2024-07-11 10:45:00 UTC
J3CHL2K4PK,2024-07-11 01:27:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH3713,ETAPS,EBBR,BRU,HAAB,ADD,BOEING,BOEING 777-200,B772,247210.0,2024-07-11 @ 01:27 UTC,2024-07-11 @ 01:27 UTC,00:00:00,bd1e5012-13f3-44ab-a0de-8f32fd9be490,c7ade376-9076-427f-b520-b36aa6db054b,4,4,0,12120,8205.22,43,44,false,2024-07-10 22:12:00 UTC,2024-07-11 01:34:00 UTC,2024-07-10 17:00:00 UTC,2024-07-10 20:59:00 UTC
EPPALWQJ3E,2024-07-12 04:38:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE6M,A6ENT,OMDB,DXB,DGAA,ACC,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-12 @ 04:38 UTC,2024-07-12 @ 06:21 UTC,01:43:00,9ee5adcf-dacb-452c-92dc-6bfc5fbb68ff,cc9fc209-476c-4dbd-b12c-69341d575eef,4,4,6180,28740,7326.39,168,168,false,2024-07-12 03:09:00 UTC,2024-07-12 11:08:00 UTC,,
W2Y4DQWA4L,2024-07-09 23:33:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE794,A6ECV,FNLU,LAD,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-09 @ 23:33 UTC,2024-07-09 @ 23:33 UTC,00:00:00,0d2f0dea-32f4-4af1-aa42-6209ec9b1d26,b64b49f9-cab7-44c2-9717-9f6070217fa7,2,2,0,28560,6614.8,133,133,false,2024-07-09 17:41:00 UTC,2024-07-10 01:37:00 UTC,2024-07-09 17:25:00 UTC,2024-07-10 01:10:00 UTC
QUJWNQ79W3,2024-07-14 19:24:00 UTC,,,,345.00,USD,345.00,USD,Somalia,FLYDUBAI,PVM4KVPCC4,FDB1688,A6FMK,HTZA,ZNZ,OMDB,DXB,BOEING,BOEING 737 MAX 8,B38M,82191.0,2024-07-14 @ 19:24 UTC,2024-07-14 @ 21:54 UTC,02:30:00,652da29d-5253-4c6a-9ff4-7571110c6ded,aefdb49f-8bc0-4e41-a8d1-5016759c5454,35,35,9000,18540,4116.65,92,92,false,2024-07-14 18:25:00 UTC,2024-07-14 23:34:00 UTC,2024-07-14 18:30:00 UTC,2024-07-15 00:15:00 UTC
T9QU7ANPN2,2024-07-11 02:10:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR3W,A7BBH,OTHH,DOH,FSIA,SEZ,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-07-11 @ 02:10 UTC,2024-07-11 @ 02:10 UTC,00:00:00,3bc7b10a-c46d-4408-8a8d-84487689663b,33e198aa-a513-4611-b7a6-a7ad28cfbedd,2,2,0,15660,3630.04,97,97,false,2024-07-11 00:10:00 UTC,2024-07-11 04:31:00 UTC,2024-07-10 23:45:00 UTC,2024-07-11 04:30:00 UTC
LJX4F9C4Z7,2024-07-14 06:52:00 UTC,,,,345.00,USD,345.00,USD,Somalia,AIR ARABIA,R3YRCFJFWK,ABY734,A6ATH,OMSJ,SHJ,HKJK,NBO,AIRBUS,AIRBUS A-321,A321,83000.0,2024-07-14 @ 06:52 UTC,2024-07-14 @ 09:10 UTC,02:18:00,434a015a-49c7-44c1-84eb-7317f037e05a,3c38663c-02f4-40ad-83e2-cf8ef9f31357,4,4,8280,17100,3881.58,112,112,false,2024-07-14 05:11:00 UTC,2024-07-14 09:56:00 UTC,2024-07-14 05:00:00 UTC,2024-07-14 10:05:00 UTC
QAKUHXAFEQ,2024-07-16 15:14:00 UTC,,,,345.00,USD,345.00,USD,Somalia,AIR ARABIA,R3YRCFJFWK,ABY721,A6ATF,HUEN,EBB,OMSJ,SHJ,AIRBUS,AIRBUS A-321neo,A21N,97000.0,2024-07-16 @ 15:14 UTC,2024-07-16 @ 15:14 UTC,00:00:00,a76bd453-4196-404c-aaec-d232bdbe5375,0ed17675-19ae-4654-83a0-b3ea1fdabac7,2,2,0,18420,4136.32,75,76,false,2024-07-16 11:55:00 UTC,2024-07-16 17:02:00 UTC,2024-07-16 11:25:00 UTC,2024-07-16 17:00:00 UTC
9QNCCX3T27,2024-07-08 22:15:00 UTC,,,,395.00,USD,395.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA887,5YKZC,VTBS,BKK,HKJK,NBO,BOEING,BOEING Dreamliner (Srs.8),B788,228000.0,2024-07-08 @ 22:15 UTC,2024-07-09 @ 02:15 UTC,04:00:00,9310abf7-cc24-462a-b8b4-5e32a594e700,013ad750-0b1a-4bd9-a211-2d1b72e7bda1,2,2,14400,30360,7646.58,201,201,false,2024-07-08 18:35:00 UTC,2024-07-09 03:01:00 UTC,2024-07-08 18:00:00 UTC,2024-07-09 03:15:00 UTC
2VUEVHLXJC,2024-07-14 05:57:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE247,A6EWD,OMDB,DXB,SBGL,GIG,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-07-14 @ 05:57 UTC,2024-07-14 @ 05:57 UTC,00:00:00,bc7b8d63-fcd0-46e9-9e45-87a445c572f6,98a6d8ab-bcaf-498d-87cf-5d25255fdda1,2,2,0,51840,12790.74,237,237,false,2024-07-14 04:27:00 UTC,2024-07-14 18:51:00 UTC,2024-07-14 04:05:00 UTC,2024-07-14 18:55:00 UTC
79MC24XDXF,2024-07-13 22:16:00 UTC,,,,395.00,USD,395.00,USD,Somalia,QATAR AIRWAYS COMPANY,VJRFT7T74N,QTR10R,A7ALK,FAOR,JNB,OTHH,DOH,AIRBUS,AIRBUS A-350-900 XWB,A359,268000.0,2024-07-13 @ 22:16 UTC,2024-07-14 @ 00:45 UTC,02:29:00,7e0a124f-7620-4230-8f3b-e6321eee8b43,6f76ea6f-54d0-4710-8592-61baea7b8a20,41,41,8940,28800,6862.84,214,214,false,2024-07-13 18:32:00 UTC,2024-07-14 02:32:00 UTC,2024-07-13 18:15:00 UTC,2024-07-14 02:35:00 UTC
3A3JAFT2JP,2024-07-16 16:09:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE248,A6EWB,SBGL,GIG,OMDB,DXB,BOEING,BOEING 777-200LR BBJ,B77L,347500.0,2024-07-16 @ 16:09 UTC,2024-07-16 @ 19:06 UTC,02:57:00,dd6787ae-919b-4b0b-bf9a-1280fa28e093,0f268abf-4d18-42ea-a6ba-ef5fe994d706,2,2,10620,52200,12823.95,181,181,false,2024-07-16 06:21:00 UTC,2024-07-16 20:51:00 UTC,2024-07-16 06:00:00 UTC,2024-07-16 20:30:00 UTC
PEY9P9PQEN,2024-07-09 05:44:00 UTC,,,,345.00,USD,345.00,USD,Somalia,KENYA AIRWAYS LTD.,AK4EJKM49H,KQA205,5YCYC,VABB,BOM,HKJK,NBO,BOEING,BOEING 737-800,B738,70530.0,2024-07-09 @ 05:44 UTC,2024-07-09 @ 07:55 UTC,02:11:00,1183b69a-4abd-41c5-8509-795e76a8e96f,303505eb-93a8-4d0c-b35b-85ad94ac2888,4,4,7860,20160,4675.01,82,82,false,2024-07-09 03:06:00 UTC,2024-07-09 08:42:00 UTC,2024-07-09 01:15:00 UTC,2024-07-09 07:30:00 UTC
FMXJCK79LM,2024-07-14 16:26:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE6J,A6ENM,FACT,CPT,OMDB,DXB,BOEING,BOEING 777-300ER,B77W,351500.0,2024-07-14 @ 16:26 UTC,2024-07-14 @ 18:39 UTC,02:13:00,b23da7c4-1eb3-4914-9ca8-5210c9239995,ad9465a5-ab2d-4251-92af-d6c2dcde7201,38,38,7980,33420,8051.96,275,275,false,2024-07-14 11:29:00 UTC,2024-07-14 20:46:00 UTC,2024-07-14 11:05:00 UTC,2024-07-14 20:35:00 UTC
WVQ7TQVEVW,2024-07-09 15:57:00 UTC,,,,395.00,USD,395.00,USD,Somalia,ETHIOPIAN AIRLINES CORPORATION,XU4PWEKVF7,ETH3743,ETBAA,ZSAM,XMN,HAAB,ADD,BOEING,BOEING 777-200F,B77L,347500.0,2024-07-09 @ 15:57 UTC,2024-07-09 @ 17:40 UTC,01:43:00,55ce8571-d74c-482b-8642-8a79970cb028,82a617d5-d6d7-41ac-a5b5-9b4cc1aad395,4,4,6180,33900,8851.02,369,369,false,2024-07-09 08:25:00 UTC,2024-07-09 17:50:00 UTC,,
7KFNF72N4F,2024-07-08 22:00:00 UTC,,,,345.00,USD,345.00,USD,Somalia,INTERGLOBE AVIATION PRIVATE LTD (T/A INDIGO),EYJ3FARPKX,IGO1853,VTIIX,VABB,BOM,HKJK,NBO,AIRBUS,AIRBUS A-320neo,A20N,79000.0,2024-07-08 @ 22:00 UTC,2024-07-09 @ 02:13 UTC,04:13:00,352e9f28-6139-4998-9f4a-3505be196123,14834f33-6a6f-4e02-952a-d8cfc67bc884,2,2,15180,19500,4601.13,56,56,false,2024-07-08 21:37:00 UTC,2024-07-09 03:02:00 UTC,2024-07-08 20:50:00 UTC,2024-07-09 02:40:00 UTC
C4EYNWF3T3,2024-07-14 00:15:00 UTC,,,,395.00,USD,395.00,USD,Somalia,AIR MAURITIUS LIMITED,E9VVF7HATN,MAU53,3BNBU,EGKK,LGW,FIMP,MRU,AIRBUS,AIRBUS A-330-900,A339,251000.0,2024-07-14 @ 00:15 UTC,2024-07-14 @ 00:43 UTC,00:28:00,16695fc8-fcda-439e-8108-8c294d9d3299,dfc3f371-0dce-4438-8354-4160f75ee85e,31,31,1680,42600,9871.1,281,281,false,2024-07-13 16:09:00 UTC,2024-07-14 03:59:00 UTC,2024-07-13 15:00:00 UTC,2024-07-14 02:40:00 UTC
TQDWAXYEVM,2024-07-12 14:05:00 UTC,,,,395.00,USD,395.00,USD,Somalia,EMIRATES,X4MJMENRMC,UAE4P,A6ENQ,HKJK,NBO,HKJK,NBO,BOEING,BOEING 777-300,B773,299370.0,2024-07-12 @ 14:05 UTC,2024-07-12 @ 16:41 UTC,02:36:00,c8289667-e59f-4604-a85d-6f3a09f21302,6298fb27-582f-4f04-ac54-9a2cf50cd9fa,5,6,9360,17520,7506.27,101,102,false,2024-07-12 13:49:00 UTC,2024-07-12 18:41:00 UTC,2024-07-12 13:35:00 UTC,2024-07-12 18:40:00 UTC
